"Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"好似D儍佬咁、但係好好睇","Alvin Ip","https://yt3.ggpht.com/ytc/AMLnZu-i0ESS3HWer164s9lfBqnjwlOcnFMVkk59p5oEpTc=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCuHw0PmnjjDewKM6Ia-Nd-A","UCuHw0PmnjjDewKM6Ia-Nd-A","0","4","2023-01-03T23:05:47Z","2023-01-03T23:05:47Z","UgxyXGnJq-A--UPEond4AaABAg",NA,"j5M6RzGN5JE"
"姜濤❤❤","AA","https://yt3.ggpht.com/ytc/AMLnZu8afxp8wG2rcdVz0tGm_7UetVc8QFE0ERb54WjxH755bfDGpd5uZds_hqiVAetxcg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCKCMx-V0Rh0aBxmZ6GEnKVA","UCKCMx-V0Rh0aBxmZ6GEnKVA","0","15","2023-01-03T23:03:22Z","2023-01-03T23:03:22Z","Ugyn0RXSH6GsGOHyvfV4AaABAg",NA,"j5M6RzGN5JE"
"點解香港人會甘mean’完全睇唔到人地 之前精彩的表現， 只睇到唔岩自己睇的表現就喪鬧‘又唔諗下自己又做到啲咩😂😂😂","Priscilla Chau","https://yt3.ggpht.com/ytc/AMLnZu_O5_Has24BSMy0wfOpK53AlpTZJoCqfiysVQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCnOe7rl3EgIlNpK9cT67Z9A","UCnOe7rl3EgIlNpK9cT67Z9A","0","7","2023-01-03T23:00:52Z","2023-01-03T23:00:52Z","UgwpfnmsGjKK3r26BeB4AaABAg",NA,"j5M6RzGN5JE"
"麻烦不要迄樣。老姜只是生疏了。遲點就好d","Daisy Leung","https://yt3.ggpht.com/ytc/AMLnZu9r2P8E4to9ZLP4xxEmdWzQubot-Ehc9q7kFw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCYg23f3689uwj5kXIbrKqzA","UCYg23f3689uwj5kXIbrKqzA","0","0","2023-01-03T22:58:31Z","2023-01-03T22:58:31Z","UgzbXgDyMd9bLYDTKbZ4AaABAg",NA,"j5M6RzGN5JE"
"呢度好多Tbb 星x after CLS fans 踩場😮 呢D五毛給我死開返去看Tbb 頒獎典禮啦！🤬🤬🤬","hh cdef","https://yt3.ggpht.com/ytc/AMLnZu8o822piI0SXNiG4C8wvwBX4myQv_TI9U0KNeDqfkeTST9UDRt0ljv1Y8d1kUdz=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCNx2_o3OG5jLWmBdk3813Cw","UCNx2_o3OG5jLWmBdk3813Cw","3","3","2023-01-03T22:57:34Z","2023-01-03T22:57:34Z","UgzRIIHRVls31PGJhqB4AaABAg",NA,"j5M6RzGN5JE"
"真心，之前覺得佢無乜野，只係一個努力既年輕人

依家真心覺得太撚過份

香港人係各層面上都未撚瞓醒

作為一個藝人，並沒有任何借口去表演垃圾比觀眾，更何況這是一個公開show。
要人受罪，香港演藝界形象毀於一旦。

佢呢個人要問罪，撐佢既盲粉更罪加一等","Ty the corgi","https://yt3.ggpht.com/tRdjbVxDvAhdM-fpHLwZQUK_p-Un9WY7Hw9BUo0LzWOYJhJiHEa2Rh7d4tTQNjQgKQde-4LLsks=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC9tbsbpluvXOR-r8H5Xb5VA","UC9tbsbpluvXOR-r8H5Xb5VA","5","17","2023-01-03T22:51:21Z","2023-01-03T22:54:56Z","UgxkKuSSD_SHc4THtKN4AaABAg",NA,"j5M6RzGN5JE"
"安心出行都cut咗好耐喇,重掃掃掃，掃乜春呀？Let's go🤣🤣🤣","Alan Cheung","https://yt3.ggpht.com/ytc/AMLnZu9ZqjCAhmPjRAZXrnmYSzvO_XvJUJIVkfoTHnKyH5eR6t1knL3lGvYLmc0ohwdV=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC3fJY3ZTygU-GbaF64_ejfA","UC3fJY3ZTygU-GbaF64_ejfA","0","17","2023-01-03T22:45:58Z","2023-01-03T22:45:58Z","UgzHrYrWLqx6fE4xI1Z4AaABAg",NA,"j5M6RzGN5JE"
"香港人真係好垃圾,完全接受唔到新音樂,不過好彩盲反都係佔少數,你睇現場反應都知大部份識音樂既人都好BUY佢","狗佬","https://yt3.ggpht.com/ytc/AMLnZu-8nsNoGvEa12We6Svoz1syH_ddeV0TVpKahopqSg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC3_zdRnxOmQBd40jHLFm3cQ","UC3_zdRnxOmQBd40jHLFm3cQ","3","3","2023-01-03T22:45:49Z","2023-01-03T22:45:49Z","UgxvXKgqx4cuNp9TE6V4AaABAg",NA,"j5M6RzGN5JE"
"唱到走音又嗌到破音好難頂！好唔尊重舞台","Sonia88","https://yt3.ggpht.com/ytc/AMLnZu--uxSpxjlOKQiBEkNbSSYnIxOXo3R1tt32fExz6gXZiiiw1CMyHAx4qSoA7pBg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCEg7eirLiNctBnYr_QdD9Xg","UCEg7eirLiNctBnYr_QdD9Xg","1","9","2023-01-03T22:43:55Z","2023-01-03T22:43:55Z","UgzllSE8_XlObNthSqV4AaABAg",NA,"j5M6RzGN5JE"
"dislike次52856","keung2015","https://yt3.ggpht.com/7loryjerklZHEXitnIUqVTk1w4kFgW8JvGa1zjEbQUuo36vW9lKYn2cphQHc03qTM9skYXPRAg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCHf4VrG5ferdv6w6--_SlqQ","UCHf4VrG5ferdv6w6--_SlqQ","0","9","2023-01-03T22:43:49Z","2023-01-03T22:43:49Z","UgyszCBdt0X7UvedRNV4AaABAg",NA,"j5M6RzGN5JE"
"照妖鏡😂","teenAger","https://yt3.ggpht.com/ytc/AMLnZu9xKaCl7iOHW3Q5cBOlVGF3I4pYFubF55eDTW1yFg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCuKIcfcSFhbqzd6JAS4LWIQ","UCuKIcfcSFhbqzd6JAS4LWIQ","0","5","2023-01-03T22:41:35Z","2023-01-03T22:41:35Z","UgwnJRZOVm2NG6OYZYl4AaABAg",NA,"j5M6RzGN5JE"
"聽聽下佢把聲，十分似老年蔡濃華","搓哥哥","https://yt3.ggpht.com/ytc/AMLnZu8iz3q0SlkS19Cu3uiWaEH9YGlmCcYMxHEn6padog=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmUWdEjproGj1z-cpnpv4Vg","UCmUWdEjproGj1z-cpnpv4Vg","0","5","2023-01-03T22:33:36Z","2023-01-03T22:33:36Z","Ugy-bFDkJwZTZF8D6S14AaABAg",NA,"j5M6RzGN5JE"
"Good performance 
KT deserves to have this praise. Keep frightening,💪💪💪","Carrine Chan","https://yt3.ggpht.com/ytc/AMLnZu85GYFAuTIhVDcE9O7j0IDxQYy0Z6lk6D7t1g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC4ctE08RLO07dBgzBsXS0_A","UC4ctE08RLO07dBgzBsXS0_A","0","5","2023-01-03T22:32:04Z","2023-01-03T22:32:04Z","UgxZJ_PANIs4Vod1f9J4AaABAg",NA,"j5M6RzGN5JE"
"謝茜嘉講完 反抗外界 唱完點知質疑聲多左。 
佢真係唱得麻麻 叫果下都走音 
唔夠激情 無內心吶喊感覺
無歌詞唔知唱緊咩 
努力下啦 再係咁變楊媽媽啦","desmond wan","https://yt3.ggpht.com/ytc/AMLnZu_6Pqx7cMGMZtsAaAd4ZXQyybEo1AbBDKjdcM6whJE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC317SFJiEZ1UmbqucR2M2Ig","UC317SFJiEZ1UmbqucR2M2Ig","0","10","2023-01-03T22:26:36Z","2023-01-03T22:26:36Z","UgzaImcTKYTsepS0dM94AaABAg",NA,"j5M6RzGN5JE"
"其實鏡中鏡就係比一班haters","Ju Wong","https://yt3.ggpht.com/ytc/AMLnZu_vbb1dUu7dNfaRxmE5-3vJC9jmUsneUFwc5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmTzYVmcOf1sbja7D2y4ipw","UCmTzYVmcOf1sbja7D2y4ipw","0","6","2023-01-03T22:26:28Z","2023-01-03T22:26:28Z","Ugw39DUzIf55-8cNWFV4AaABAg",NA,"j5M6RzGN5JE"
"姜濤❤","Ju Wong","https://yt3.ggpht.com/ytc/AMLnZu_vbb1dUu7dNfaRxmE5-3vJC9jmUsneUFwc5Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmTzYVmcOf1sbja7D2y4ipw","UCmTzYVmcOf1sbja7D2y4ipw","0","12","2023-01-03T22:22:28Z","2023-01-03T22:22:28Z","UgykfSO30jKU3qqWw4x4AaABAg",NA,"j5M6RzGN5JE"
"條片咁多dislike~再次証明姜濤越黎越多人討厭😂","用白咭說話🪞🐕","https://yt3.ggpht.com/QOOEaK2KvbqTnoh6UxWBy7DWu7k-ns5meUmYp9KLz2hlp1ojF4BSkLMGWtRbUL08l3lLRfZQlw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmHmhr7SCSffnuqyeeZQGGw","UCmHmhr7SCSffnuqyeeZQGGw","0","11","2023-01-03T22:22:24Z","2023-01-03T22:22:24Z","UgwakEVmWVD0v74VCD54AaABAg",NA,"j5M6RzGN5JE"
"siuuuuuuuuuuuuuuuuuuuuuuuuuuu","tung lam","https://yt3.ggpht.com/ytc/AMLnZu-9Q8PV5QPv-uKHrNDxPpyLEp7GQt3hBnVNRA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC4rz7A_08Xn3vnQsF37TuUQ","UC4rz7A_08Xn3vnQsF37TuUQ","0","0","2023-01-03T22:21:06Z","2023-01-03T22:21:06Z","UgyhhIP3PljwwS-60jV4AaABAg",NA,"j5M6RzGN5JE"
"成首歌，我淨係聽到佢個“掃”字🙈🙈","GUNDAM BREAKER","https://yt3.ggpht.com/nAQe-bx7z20DcqaGR51QPlABaKG1pDwbMHNYe10ndaM7KCAaF88YBgabsqqDVTTCMVgcrQRLJw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtb2XfWAI_HGf7hnG-I1v1Q","UCtb2XfWAI_HGf7hnG-I1v1Q","0","9","2023-01-03T21:57:57Z","2023-01-03T21:57:57Z","Ugwf1IXlBwcllucUa4V4AaABAg",NA,"j5M6RzGN5JE"
"蔡燶華再現😅🤣","Snowy","https://yt3.ggpht.com/jB7GI-3XEVDvivmkaISw5qFxzBA8Etf7WrugkCGyi7mB1DwpXNcEddbVzb3Grw-VpLzzS-bYaw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCho-BITVlZItZvbZYBqzkbg","UCho-BITVlZItZvbZYBqzkbg","0","6","2023-01-03T21:55:20Z","2023-01-03T21:55:20Z","UgyLOBfBDgyxuOo4tmB4AaABAg",NA,"j5M6RzGN5JE"
"姜濤加油！","May May233","https://yt3.ggpht.com/ytc/AMLnZu8oVIzgCvBMJ2fnhT3IbW1rsdaCHYDeeyW2VO7PanXCskHBcI2hxN4evxwojo9E=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCAlIMmoDlvKC8_w4V355G3Q","UCAlIMmoDlvKC8_w4V355G3Q","0","39","2023-01-03T21:47:07Z","2023-01-03T21:47:07Z","UgzblRMrIgYJ_HZ14614AaABAg",NA,"j5M6RzGN5JE"
"👏👏👏恭喜 #姜濤 - 我心中最喜愛的男歌手😍 #鏡中鏡 得到 #專業推介叱吒十大歌曲第四位！💖💖💖
🙏早日康復，強勢回歸！
🙏期待您的 “五福臨門” (👶👶👶👶👶)
🙏2023年繼續加油！💪💪💪","Joyce","https://yt3.ggpht.com/ytc/AMLnZu9i3XvrIUo3hSsyLcb9TSLrSCqGb7T1ZRSJWAzsVg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCbpEQENoWHVh4YUVa_EV0vA","UCbpEQENoWHVh4YUVa_EV0vA","5","76","2023-01-03T21:45:09Z","2023-01-03T21:45:09Z","UgwVHRqfrHvbFu0beM54AaABAg",NA,"j5M6RzGN5JE"
"恭喜姜濤鏡中鏡得獎
永遠支持你。","KS Chik","https://yt3.ggpht.com/ytc/AMLnZu_AQczagrxSZSUBlilbptRl7kO5frC8HGURiA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6UWado2V87F6RY0AjSHbuw","UC6UWado2V87F6RY0AjSHbuw","0","123","2023-01-03T21:45:07Z","2023-01-03T21:45:07Z","Ugzs-oNxQ94Yf0uvCwd4AaABAg",NA,"j5M6RzGN5JE"
"鏡中鏡表演發生什麼事。。。個表演令人諗起兩個字""顛＂，＂肥""， 姜Ｂ要控制下自己情緒，太嚇人，除情感表達外，都要唱歌，完全聽唔到唱乜，同埋要減肥😅","Snowy","https://yt3.ggpht.com/jB7GI-3XEVDvivmkaISw5qFxzBA8Etf7WrugkCGyi7mB1DwpXNcEddbVzb3Grw-VpLzzS-bYaw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCho-BITVlZItZvbZYBqzkbg","UCho-BITVlZItZvbZYBqzkbg","0","8","2023-01-03T21:42:22Z","2023-01-03T21:50:35Z","UgxtfhtgMIGU-PNn12R4AaABAg",NA,"j5M6RzGN5JE"
"永遠支持姜濤","Jenny Tran","https://yt3.ggpht.com/ytc/AMLnZu_1VBmTtAyI2WtslCTBehe0mnQ4GLWEjeQ6hkXL=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCs5PspkM_NwMs9JubzfpKfQ","UCs5PspkM_NwMs9JubzfpKfQ","0","23","2023-01-03T21:35:41Z","2023-01-03T21:35:41Z","Ugw76QaYD7BwVxKxyCJ4AaABAg",NA,"j5M6RzGN5JE"
"Beaucoup ne comprennent toujours pas les véritables raisons que KT reçoivent autant de soutien. Mais à la fin, cela n’a aucune importance car chacun/chacune est libre de choisir ce qu’il/elle aime ou pas. Moi, je choisis de soutenir ce jeune homme peu importe la méchanceté de certains. Je n’ai pas peur de leur intimidation.","Vie","https://yt3.ggpht.com/Hw16TwnEiRb10lNASDMPCbKQ7JrAfNPyJyb2lUrs09cTxv5Z3B2iJB7XXyRvB_uUIbGvRJBWKP8=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC4wQlkMIRqJVWub0o30m9Eg","UC4wQlkMIRqJVWub0o30m9Eg","5","40","2023-01-03T21:19:42Z","2023-01-03T21:22:40Z","UgwxDF-p5YeAdHhJOdF4AaABAg",NA,"j5M6RzGN5JE"
"未出道的Jeffrey贏佢十條街！能做戲，有樣 有歌喉!  呢條肥閪，不了! 
香港樂壇就俾啲無taste中年大媽攪爛了!。","euro","https://yt3.ggpht.com/U3ua1Bl-1Ldi-ZhQ78CSgkhs5iociYfmQJFOakcMlcofHJuJwG36YoHMKdd-3ILRvbLUFuRb=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClD8_FZbH2cvSjl6ZX0QkiA","UClD8_FZbH2cvSjl6ZX0QkiA","0","9","2023-01-03T21:11:08Z","2023-01-03T21:11:08Z","UgyktCC9bn3qHv_xuR54AaABAg",NA,"j5M6RzGN5JE"
"香港乐坛怎么了唱到像鬼叫都可以拿奖🤣🤣如果香港乐坛靠他死得更快吧，不要在贬低香港乐坛的素质好吗","Kitcheong Cheong","https://yt3.ggpht.com/ytc/AMLnZu-fYerb0Xa4d4-lu4oUK-n_gbdMiKmfdWtQhA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6A6D4TW3rwzYpYra_Eo65g","UC6A6D4TW3rwzYpYra_Eo65g","0","14","2023-01-03T21:05:07Z","2023-01-03T21:15:03Z","UgzescIgaKMtdsbrW4B4AaABAg",NA,"j5M6RzGN5JE"
"叱吒白卡界姜b","宇文傷","https://yt3.ggpht.com/ytc/AMLnZu_W0h-z8nqwAfijwSL53JM_7poJ78NgVm94-RS94A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjgUT38eoILFEQZxB_NcCBg","UCjgUT38eoILFEQZxB_NcCBg","0","12","2023-01-03T21:02:21Z","2023-01-03T21:02:21Z","UgyB254-hHSMKTrng894AaABAg",NA,"j5M6RzGN5JE"
"欣宜就快瘦過佢😂","gg 99","https://yt3.ggpht.com/ytc/AMLnZu-_n8315_PHRSRke61EygtrmvlF-c_2SUhBtX1l=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCbzZ5Dgzlvo0yQJyHzGaP_Q","UCbzZ5Dgzlvo0yQJyHzGaP_Q","0","11","2023-01-03T20:38:37Z","2023-01-03T20:38:37Z","UgzG-LSwogndTf6XnXl4AaABAg",NA,"j5M6RzGN5JE"
"好認真, 胖虎都唱得好過佢, 只聽到有條友不停狗叫, 唔知唱乜膠🤣","Ricky Sin","https://yt3.ggpht.com/ytc/AMLnZu8aRm7MQ-GAWYuoGinDp-wO-R694OdVt0bF5A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCe-oYHxUqSJcE0UDX2Kq3VA","UCe-oYHxUqSJcE0UDX2Kq3VA","0","13","2023-01-03T20:23:31Z","2023-01-03T20:24:37Z","Ugz2AQ8Sth0-DNgF0Xp4AaABAg",NA,"j5M6RzGN5JE"
"Given the constraints and the nature of this song, I think you have made a smart move to get closer to the audience to create the atmosphere.","ML Wong","https://yt3.ggpht.com/ytc/AMLnZu8IJC3MO4KZM2CtFocy4H-09od4serJQ_ORfh0Tlbx4F-DDrNt4BtXZNXnaVscq=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCxvvZaC5VbbRNJjfu7ywpyA","UCxvvZaC5VbbRNJjfu7ywpyA","1","8","2023-01-03T20:20:42Z","2023-01-03T20:20:42Z","UgxwqBKwkrenXSzZeQJ4AaABAg",NA,"j5M6RzGN5JE"
"第一次見姜濤上YouTube攞熱門1係劣評如潮😂","用白咭說話🪞🐕","https://yt3.ggpht.com/QOOEaK2KvbqTnoh6UxWBy7DWu7k-ns5meUmYp9KLz2hlp1ojF4BSkLMGWtRbUL08l3lLRfZQlw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmHmhr7SCSffnuqyeeZQGGw","UCmHmhr7SCSffnuqyeeZQGGw","1","32","2023-01-03T20:18:32Z","2023-01-03T20:18:32Z","UgzIIBXSIawh4sKbjkZ4AaABAg",NA,"j5M6RzGN5JE"
"造型似「瘦身男女」入面嗰個劉華😱😱",":l","https://yt3.ggpht.com/T7zLY1EG62i_4KcVKLVWjp2APUm6RlrF7SVaQoFtuP-VeN21hVaWX4S8qkksMCbxV75y0RK1=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCfeK0RXqVmpoxRizBMgEcgg","UCfeK0RXqVmpoxRizBMgEcgg","0","7","2023-01-03T20:15:30Z","2023-01-03T20:15:30Z","Ugzm9sQ8W09G5r9Epj14AaABAg",NA,"j5M6RzGN5JE"
"白癡死白卡姜濤，真是香港人咩面都比你丟清啦，虧你仲敢話衝出香港！ 唉…我真是情願永遠停留2018年，以後比古生攞男歌手獎啦！","主子判官","https://yt3.ggpht.com/ytc/AMLnZu_Xgr3wLT7ux1nPpoSTlkUUPQiHJFFSVkOVo4La0-J20g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC_HAjXBxWkwAPVkIpSs0YaQ","UC_HAjXBxWkwAPVkIpSs0YaQ","0","17","2023-01-03T20:09:31Z","2023-01-03T20:09:31Z","UgzyEEMOjmWd1xAtnIl4AaABAg",NA,"j5M6RzGN5JE"
"成個痴線佬咁
有fans真係大晒😂
學下唱歌先啦救命","Muw Mak","https://yt3.ggpht.com/ytc/AMLnZu_57wg5lye-IE_QueNJrqRmrm_7zJlyDiwxWQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCyJ4z39UQLmlsLTTM5kc-YA","UCyJ4z39UQLmlsLTTM5kc-YA","0","49","2023-01-03T20:05:58Z","2023-01-03T20:05:58Z","UgyG_NmzUtfhY8bGKgB4AaABAg",NA,"j5M6RzGN5JE"
"恭喜＃姜濤🍑＃鏡中鏡🔎🔍獲得2022專業推介叱吒十大：第四位🏆。感激未完全康復的你，勇於面對外界無窮無盡的壓力惡言，還是選擇現場演繹得獎歌曲，以回報支持者的愛戴❤🥰 Welcome back #KeungTo🍑💖","Martha Wong","https://yt3.ggpht.com/qnCVj7uLftD6uAK7-whOSSmpMgiNG_-PvCY2OfVpVgSrlmHnddA91YIejJ48KhwST6K9Mkn99A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCnVSVWJ6ZGWsNhVdtu-60Kg","UCnVSVWJ6ZGWsNhVdtu-60Kg","0","54","2023-01-03T20:04:08Z","2023-01-03T20:04:08Z","UgzTGDn9jqMunEvHrQR4AaABAg",NA,"j5M6RzGN5JE"
"乜D鏡粉咁似大陸D小粉紅，批評國家嘅人就係收咗美國佬錢，插佢哋老公嘅就係打手。","Nepp Crash","https://yt3.ggpht.com/ytc/AMLnZu8RmzABRSYrEmR5jQkA2abiBG7w0GDwBjKEPAdS=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCRo4elgwV8P90dCkeXkbf4w","UCRo4elgwV8P90dCkeXkbf4w","2","13","2023-01-03T19:59:27Z","2023-01-03T19:59:27Z","UgzseTm6CQhSzWnghV94AaABAg",NA,"j5M6RzGN5JE"
"憑實力呃dislike","euro","https://yt3.ggpht.com/U3ua1Bl-1Ldi-ZhQ78CSgkhs5iociYfmQJFOakcMlcofHJuJwG36YoHMKdd-3ILRvbLUFuRb=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClD8_FZbH2cvSjl6ZX0QkiA","UClD8_FZbH2cvSjl6ZX0QkiA","0","17","2023-01-03T19:54:50Z","2023-01-03T19:54:50Z","Ugwp2ulE6TnBKcu4g7B4AaABAg",NA,"j5M6RzGN5JE"
"都唔知够肥姜唱咩7","WEI CHEN","https://yt3.ggpht.com/ytc/AMLnZu9GCn_uymRY-6plFTlCvWO3vvqMzLlecVUs-egx=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCkO9z1ywng4EhgwLi8dKlYw","UCkO9z1ywng4EhgwLi8dKlYw","0","13","2023-01-03T19:48:32Z","2023-01-03T19:48:32Z","UgwrElsz0g_Pn-2Od3N4AaABAg",NA,"j5M6RzGN5JE"
"Congratulations Keung To! So emotional ❤❤.  👍 👍. All my support. 🥰🥰","Susan Cho","https://yt3.ggpht.com/ytc/AMLnZu_oXKDiRVnAXp2kKM0_y8gsVNkO2zCBYFcrUA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UClf5KINkowE30bdABdU1Xow","UClf5KINkowE30bdABdU1Xow","0","45","2023-01-03T19:48:25Z","2023-01-03T19:48:25Z","UgyLN9sMU6cTZ3mxOD14AaABAg",NA,"j5M6RzGN5JE"
"癡線㗎","my Lim","https://yt3.ggpht.com/ytc/AMLnZu9MzKzwZVhB_3T4q_8eSguHPdDKpDcM1sCTOhETSQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC1PzWiYeIWrsHvT51sQb9yQ","UC1PzWiYeIWrsHvT51sQb9yQ","0","14","2023-01-03T19:46:26Z","2023-01-03T19:46:26Z","UgzEnWLkYU3Vx0YBNCB4AaABAg",NA,"j5M6RzGN5JE"
"新年掃乜鳩","Y H","https://yt3.ggpht.com/Qmprmse0GfTDUo47uJgLfjEmjenTd9vMB01cvwL4wjX4scpTYKflTAQ_zh7pwxk022BsT9Kc5w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCkPPy35Ood6SAoZWjauB7ZA","UCkPPy35Ood6SAoZWjauB7ZA","0","13","2023-01-03T19:33:00Z","2023-01-03T19:33:00Z","UgxGXM-mj-IzpO0VaZJ4AaABAg",NA,"j5M6RzGN5JE"
"姜濤，最中意您的演繹突破傳統，繼續努力做好作品，加油支持你！","Yuet","https://yt3.ggpht.com/ytc/AMLnZu8yhxFDfltFlC_29g14C664ljqfWI0ULDlqhm5SoJOsyd-meVsKkL5Fl9ckcgBx=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBZhgPj7MC-_fDpEilxr-Sg","UCBZhgPj7MC-_fDpEilxr-Sg","0","25","2023-01-03T19:32:00Z","2023-01-03T19:32:00Z","UgyUSdOUFzpls_V46tV4AaABAg",NA,"j5M6RzGN5JE"
"掃呀 掃呀那段 加埋他的舞姿真係不得了  笑到我肚痛👍🤣","Cheung Calvin","https://yt3.ggpht.com/ytc/AMLnZu-WObTYMI5iU0hHYqVD9eoVSk4VpnfBV6j-TI0Dm39XSgwowS48wUdY5WnHGIBb=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCu451o0Hvb08uXX6rZ8i59A","UCu451o0Hvb08uXX6rZ8i59A","33","845","2023-01-03T19:30:06Z","2023-01-03T19:30:06Z","UgwVV3ZxIl5OIIBlLhF4AaABAg",NA,"j5M6RzGN5JE"
"首歌好似They don't care about us, 個表演好似Man in the Mirror, 我喺塊鏡中鏡度見到個影, 唔好介意, 我喺佢個表演度見到一位消失咗好多好多年, 我十分十分掛念的一位偶像","帶給您苦中一點甜","https://yt3.ggpht.com/F1tNc2qkwIpwAf9tRARyi8oQ77a1OjLoLDXjX7zKChJZD0nz5FEElxA9_6Mdk7nypg6qqod_=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCY5x3SYOWih7E1KFPHEWCLg","UCY5x3SYOWih7E1KFPHEWCLg","0","2","2023-01-03T19:25:39Z","2023-01-03T19:29:32Z","UgwYdwm05YuOODPQAjN4AaABAg",NA,"j5M6RzGN5JE"
"姜濤要保重身體，對你有信心，好多人在默默支持你❤️❤️","summer ch","https://yt3.ggpht.com/ytc/AMLnZu-f9lZsXscbbII4peZMsgTVUHKFxHcWvn_LBmurL9dlAfwv-ysBytyEXo-Ft2u4=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCnVF1PXbWaPFMBaKzwAGVDA","UCnVF1PXbWaPFMBaKzwAGVDA","0","20","2023-01-03T19:23:57Z","2023-01-03T19:23:57Z","Ugxf6h3Vq4MdbBNN_y94AaABAg",NA,"j5M6RzGN5JE"
"救命！先唔講唱功，麻煩練好最基本嘅咬字先！😏","ali lai","https://yt3.ggpht.com/ytc/AMLnZu--z0-6e2EwnTuZAIa4YHEJ0HIVD2v70nvhVUGK=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCBZyPcel5XwuI6bjD9BObHA","UCBZyPcel5XwuI6bjD9BObHA","0","13","2023-01-03T19:22:03Z","2023-01-03T19:22:03Z","UgyNjFh0GXYwhNe4cZ14AaABAg",NA,"j5M6RzGN5JE"
"姜濤，支持您，加油💪","misa wang","https://yt3.ggpht.com/ytc/AMLnZu8dizh6BLWqWBbJ_WatvX7Nvygi0ZGkJWlS7aJgQICUlmsX31nnNSKB8TRWlY21=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCG_acgt58F0fHmTKOVFiItA","UCG_acgt58F0fHmTKOVFiItA","0","16","2023-01-03T19:20:49Z","2023-01-03T19:20:49Z","Ugzq5EDxpTt0uvVQPYR4AaABAg",NA,"j5M6RzGN5JE"
