"Comment","AuthorDisplayName","AuthorProfileImageUrl","AuthorChannelUrl","AuthorChannelID","ReplyCount","LikeCount","PublishedAt","UpdatedAt","CommentID","ParentID","VideoID"
"@yin120 講野咁冇point既你, 9唔搭8
咁你話我知我有邊忽講錯先, 佢唱得極差係事實, 有年Eason叱吒拎獎, 首四季有一大半都唔記得歌詞, 又唱得差, 吊佢態度唔好抵吊啦
家下呢個姜生3首歌都唱到咁, 你就講一句返去睇老人台, sorry, 唔笑你on9真係對唔住自己, 就係你地呢堆人搞到佢地進步同尊重都唔識, 作為一個外人冇乜留意佢既, 一聽佢呢日既表現都大L鍋啦, 你仲要攬佢證明你係聾既, 同埋一d都唔持平呀傻仔","Chung Coffee","https://yt3.ggpht.com/ytc/AMLnZu_nrwKEB5cWbitlM_xvhhSJ4fmjOKqxSZ8TLg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCS53YJJLzZ367hgLGJy4aYw","UCS53YJJLzZ367hgLGJy4aYw","0","1","2023-01-04T07:21:46Z","2023-01-04T07:21:46Z","UgzFHy0bDG0-BnN1KFx4AaABAg.9kRnJ3MzIAa9kSX8oU_jwH","UgzFHy0bDG0-BnN1KFx4AaABAg","j5M6RzGN5JE"
"@Chung Coffee 我支持你返去睇老人台，老人台做緊中年好聲音啱😂","yin120","https://yt3.ggpht.com/4mo0NKQ-BM7yioKpcDaUtiabxEldbP1muz3lecxxUR6tNaBvHY4jCRUunfJjoKU6Tp7HVBalMRY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCpViY2aX2BU0OPbm4TO3luw","UCpViY2aX2BU0OPbm4TO3luw","0","0","2023-01-04T07:15:10Z","2023-01-04T07:15:10Z","UgzFHy0bDG0-BnN1KFx4AaABAg.9kRnJ3MzIAa9kSWOPfbzFK","UgzFHy0bDG0-BnN1KFx4AaABAg","j5M6RzGN5JE"
"@B A 你返去老人台","yin120","https://yt3.ggpht.com/4mo0NKQ-BM7yioKpcDaUtiabxEldbP1muz3lecxxUR6tNaBvHY4jCRUunfJjoKU6Tp7HVBalMRY=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCpViY2aX2BU0OPbm4TO3luw","UCpViY2aX2BU0OPbm4TO3luw","0","0","2023-01-04T07:13:02Z","2023-01-04T07:13:02Z","UgzFHy0bDG0-BnN1KFx4AaABAg.9kRnJ3MzIAa9kSW8pTAS-b","UgzFHy0bDG0-BnN1KFx4AaABAg","j5M6RzGN5JE"
"現場好清楚? 我係現場但我唔知佢唱緊乜
睇mv先? 我冇特別支持邊個歌手, 佢得獎緊係要用佢既演出黎向我表達首歌既意義架啦, 乜原來係要我事先去了解佢係一首咩歌? 你咁搞笑既
Live唱到咁, sor9ry, 作為1個唔認識佢既人我真係覺得佢好似有精神病咁不停咁9叫, 而唔係唱緊歌
最後, 我想講香港有好多唔係鏡粉姜粉, 你要增加粉絲麻煩用演出黎說服我地, 下下上到台甩beat, 走音, 扮感觸就得, 經過呢個叱吒, 我本身都唔係話好討厭姜濤, 點知3首歌既表演我覺得佢簡直係搞緊笑, 侮辱緊歌手2隻字, 討厭佢既程度係直線上升","Chung Coffee","https://yt3.ggpht.com/ytc/AMLnZu_nrwKEB5cWbitlM_xvhhSJ4fmjOKqxSZ8TLg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCS53YJJLzZ367hgLGJy4aYw","UCS53YJJLzZ367hgLGJy4aYw","0","3","2023-01-04T00:48:34Z","2023-01-04T00:49:46Z","UgzFHy0bDG0-BnN1KFx4AaABAg.9kRnJ3MzIAa9kRp8sMTVo7","UgzFHy0bDG0-BnN1KFx4AaABAg","j5M6RzGN5JE"
"別賣弄懶高深，我們只是小市民，好聽就係好聽，無端端唔會有咁多人講呢次嘅事件。講咁多亦唔代表你識嘢，只會暴露你係盲撐愚昧。","B A","https://yt3.ggpht.com/ytc/AMLnZu_PBC2ylXvxdrRhonNmntRKHSQjTTEvcyn7oegj=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjEO0tQXYmGj5ymyxR7NReQ","UCjEO0tQXYmGj5ymyxR7NReQ","0","5","2023-01-04T00:38:11Z","2023-01-04T00:38:11Z","UgzFHy0bDG0-BnN1KFx4AaABAg.9kRnJ3MzIAa9kRnxpofz0F","UgzFHy0bDG0-BnN1KFx4AaABAg","j5M6RzGN5JE"
"Are u deaf and blind?","bb wong","https://yt3.ggpht.com/ytc/AMLnZu-yzzMa1BPVZ_Y1XOItSmpjxbV5x82_6WNteGlR1pZzX7rIk6N-7nNjLr1VZ30R=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCZRpwk7guSWK31A-aIscAmw","UCZRpwk7guSWK31A-aIscAmw","0","0","2023-01-07T02:14:25Z","2023-01-07T02:14:25Z","UgxBMDf7oW06twtXJGR4AaABAg.9kRmjY8h1Ow9kZhMMEOBma","UgxBMDf7oW06twtXJGR4AaABAg","j5M6RzGN5JE"
"😱😱😱","Lulu L.","https://yt3.ggpht.com/ytc/AMLnZu_R8bpNiDOS9YqO6CPk9zEFk0QBo-ZNWxHimdKfWe_Jav_1fz8yRackuwJ9cyBZ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC_J5FwkIG81pOY2uKuoQnew","UC_J5FwkIG81pOY2uKuoQnew","0","1","2023-01-06T17:51:27Z","2023-01-06T17:51:27Z","UgxBMDf7oW06twtXJGR4AaABAg.9kRmjY8h1Ow9kYnnQ5N1AL","UgxBMDf7oW06twtXJGR4AaABAg","j5M6RzGN5JE"
"Are u serious?","I say hike","https://yt3.ggpht.com/ytc/AMLnZu-hze4C18EM7IH3u8B0v4sml07jGD5B9P9IxILz6c0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjxlGgn2iBCaOQ6UM4qLuRg","UCjxlGgn2iBCaOQ6UM4qLuRg","0","1","2023-01-06T17:39:01Z","2023-01-06T17:39:01Z","UgxBMDf7oW06twtXJGR4AaABAg.9kRmjY8h1Ow9kYmNPfwhHj","UgxBMDf7oW06twtXJGR4AaABAg","j5M6RzGN5JE"
"Talent? Keung To doesn't even write his song. You compare him with Chester? Seriously?","B C","https://yt3.ggpht.com/ytc/AMLnZu_t7w17w3105mkoxkIQwP6nkTFe7khxL-3v6A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCP-tOcStF_c0U5JR_8-Lk8Q","UCP-tOcStF_c0U5JR_8-Lk8Q","0","1","2023-01-06T17:18:20Z","2023-01-06T17:18:20Z","UgxBMDf7oW06twtXJGR4AaABAg.9kRmjY8h1Ow9kYk-wf5C0w","UgxBMDf7oW06twtXJGR4AaABAg","j5M6RzGN5JE"
"證明你己老","irenechanhl","https://yt3.ggpht.com/ytc/AMLnZu9ubhK0qjd4gqpue67zF2PxCQB5V6czdT-M=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjfr39hgLDWlAlY7TmUrQtA","UCjfr39hgLDWlAlY7TmUrQtA","0","0","2023-01-04T17:48:19Z","2023-01-04T17:48:19Z","UgxcGsnTRkiHU5clGJx4AaABAg.9kRmdOpVxL99kTdqqHSF8e","UgxcGsnTRkiHU5clGJx4AaABAg","j5M6RzGN5JE"
"問題係好多瘋狂粉絲仍然盲撐偶像","B C","https://yt3.ggpht.com/ytc/AMLnZu_t7w17w3105mkoxkIQwP6nkTFe7khxL-3v6A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCP-tOcStF_c0U5JR_8-Lk8Q","UCP-tOcStF_c0U5JR_8-Lk8Q","0","0","2023-01-04T14:09:07Z","2023-01-04T14:09:07Z","UgxcGsnTRkiHU5clGJx4AaABAg.9kRmdOpVxL99kTFlL4eIfQ","UgxcGsnTRkiHU5clGJx4AaABAg","j5M6RzGN5JE"
"我都睇過好多次姜濤嘅演出，真正嘅佢就係一個出道三年唱歌都仲係咁難聽嘅小白臉。之前靠畫眉、黐雙眼皮、厚粉都勉強可以話佢小鮮肉、好嫰口，而家肥腫難分，真係讚佢靚仔嘅粉絲知唔知醜架？","Jerry","https://yt3.ggpht.com/ytc/AMLnZu8xbCfRtqZ5mbE-88pyb-1vbOo6PC5EsCr_vMw2wKI5CKBFZmHq729k041v2h8F=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC4mGxQch_JZvQWDA49MU7gw","UC4mGxQch_JZvQWDA49MU7gw","0","2","2023-01-04T01:12:51Z","2023-01-04T01:12:51Z","UgyGKm2fpinmB_P8FUN4AaABAg.9kRmUSXlS8v9kRrvoIKmnQ","UgyGKm2fpinmB_P8FUN4AaABAg","j5M6RzGN5JE"
"係到成個禮拜，一隻comment 只值幾毫子，賺埋都唔夠搭港鐵，強烈要求與最低工資睇齊！","Hui it9910","https://yt3.ggpht.com/ytc/AMLnZu9tKOrTGMgeYTGqcjBguuQF5Ed405syDL-FXjUtjl6mh4SiXxmlvYOEbJzo9Zc7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC8qpfo1Wh_NhrgK365pf0gw","UC8qpfo1Wh_NhrgK365pf0gw","0","1","2023-01-08T13:53:17Z","2023-01-08T13:53:17Z","UgzI7zVLslK9vWRA_m94AaABAg.9kRlQGBt3Jv9kcX7rVuLUi","UgzI7zVLslK9vWRA_m94AaABAg","j5M6RzGN5JE"
"Like 同Dislike 都可以比錢買，點解唯獨 comment 只係值幾毫子一個！","Hui it9910","https://yt3.ggpht.com/ytc/AMLnZu9tKOrTGMgeYTGqcjBguuQF5Ed405syDL-FXjUtjl6mh4SiXxmlvYOEbJzo9Zc7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC8qpfo1Wh_NhrgK365pf0gw","UC8qpfo1Wh_NhrgK365pf0gw","0","1","2023-01-08T13:50:57Z","2023-01-08T13:50:57Z","UgzI7zVLslK9vWRA_m94AaABAg.9kRlQGBt3Jv9kcWripltHa","UgzI7zVLslK9vWRA_m94AaABAg","j5M6RzGN5JE"
"@siubak1 但我好驚再過多1，2年，這些正常人會完全消失到無影無蹤","主子判官","https://yt3.ggpht.com/ytc/AMLnZu_Xgr3wLT7ux1nPpoSTlkUUPQiHJFFSVkOVo4La0-J20g=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC_HAjXBxWkwAPVkIpSs0YaQ","UC_HAjXBxWkwAPVkIpSs0YaQ","0","3","2023-01-05T06:26:44Z","2023-01-05T06:26:44Z","UgzI7zVLslK9vWRA_m94AaABAg.9kRlQGBt3Jv9kV-dcGSgMy","UgzI7zVLslK9vWRA_m94AaABAg","j5M6RzGN5JE"
"我都好高興見到原來仲有好多正常人🎉🎉🎉","siubak1","https://yt3.ggpht.com/ytc/AMLnZu9Gq-gILC0TegcmmKzG2ud9rdmhFf9XCUpbUQ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtq_5j6agWLSekedfMRakaA","UCtq_5j6agWLSekedfMRakaA","0","11","2023-01-04T18:37:27Z","2023-01-04T18:37:27Z","UgzI7zVLslK9vWRA_m94AaABAg.9kRlQGBt3Jv9kTjT_wHJim","UgzI7zVLslK9vWRA_m94AaABAg","j5M6RzGN5JE"
"洗唔洗比多個勇氣獎比佢，上台攞獎都有得吹","Lyla","https://yt3.ggpht.com/ytc/AMLnZu94sMqLwi-88pq5_7SoUw0pHheL978M1aawVxpVvEj7m0_zIbN7kp8qwMnQiGGp=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCNzzSoGF_1s_HuOwRGESxzA","UCNzzSoGF_1s_HuOwRGESxzA","0","2","2023-01-04T05:46:57Z","2023-01-04T05:46:57Z","UgzybJS6TBiZao_B3PV4AaABAg.9kRkW6hT7I99kSMII-iQNh","UgzybJS6TBiZao_B3PV4AaABAg","j5M6RzGN5JE"
"我不喜歡也不討厭他，但這個説是表演，還是得獎作，作為一個觀衆，真的是有點被驚嚇到……","B A","https://yt3.ggpht.com/ytc/AMLnZu_PBC2ylXvxdrRhonNmntRKHSQjTTEvcyn7oegj=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCjEO0tQXYmGj5ymyxR7NReQ","UCjEO0tQXYmGj5ymyxR7NReQ","0","2","2023-01-04T00:28:59Z","2023-01-04T00:28:59Z","UgzybJS6TBiZao_B3PV4AaABAg.9kRkW6hT7I99kRmuWHNyOF","UgzybJS6TBiZao_B3PV4AaABAg","j5M6RzGN5JE"
"同意，他是指香港樂壇","Cloud","https://yt3.ggpht.com/ytc/AMLnZu94Cfb0m1hB0ZXErRZN5SiopEc4X5aTiC4WrWnM8USrBuxRwavGhOW4HDn1rLzm=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCeV3iDcINddXGjGc4IwoKLg","UCeV3iDcINddXGjGc4IwoKLg","0","4","2023-01-04T00:02:45Z","2023-01-04T00:02:45Z","UgwNavQeRXLEbmOjV-94AaABAg.9kRiHFgU7nI9kRjuJxRgLl","UgwNavQeRXLEbmOjV-94AaABAg","j5M6RzGN5JE"
"過唔到今年啦。值得捧的後生仔大把。佢自己唔進步唔好怪人，時間已俾夠。","sheilalahk","https://yt3.ggpht.com/gYkOVwcaFYGzs6ybK4mq3ukJBpnPZtwDNjEZJynhp0xpjqpKLYgSqy_VlUxK_iAjIzjunmP76w=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCJg8eb_UklwbZu9DC-fHG6w","UCJg8eb_UklwbZu9DC-fHG6w","0","5","2023-01-04T00:38:43Z","2023-01-04T00:38:43Z","UgwU2GcsQUch6mAEaZh4AaABAg.9kRhLv-UX9m9kRo0nzc0sE","UgwU2GcsQUch6mAEaZh4AaABAg","j5M6RzGN5JE"
"班haters 正垃圾Tbb 打手","Pp Ch","https://yt3.ggpht.com/ytc/AMLnZu_isqK0VOvFQNrvGmRBe7BLX50kwwTG4vfqRaaTj5aY5zpMxis6wwjsLG9rszOE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCp7NQfKqBAYKRq3KdNuhetg","UCp7NQfKqBAYKRq3KdNuhetg","0","0","2023-01-03T23:41:01Z","2023-01-03T23:41:01Z","Ugz4crwe5Wi9d35tCrx4AaABAg.9kRdVM51hAP9kRhQBLKwKc","Ugz4crwe5Wi9d35tCrx4AaABAg","j5M6RzGN5JE"
"班haters 正五毛","Pp Ch","https://yt3.ggpht.com/ytc/AMLnZu_isqK0VOvFQNrvGmRBe7BLX50kwwTG4vfqRaaTj5aY5zpMxis6wwjsLG9rszOE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCp7NQfKqBAYKRq3KdNuhetg","UCp7NQfKqBAYKRq3KdNuhetg","0","0","2023-01-03T23:30:41Z","2023-01-03T23:30:41Z","Ugz4crwe5Wi9d35tCrx4AaABAg.9kRdVM51hAP9kRgESp7C0N","Ugz4crwe5Wi9d35tCrx4AaABAg","j5M6RzGN5JE"
"個些Tbb打手DLLM 你返去睇Tbb 啦！","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","0","2023-01-03T23:10:06Z","2023-01-03T23:10:06Z","Ugz4crwe5Wi9d35tCrx4AaABAg.9kRdVM51hAP9kRdsm-NiYQ","Ugz4crwe5Wi9d35tCrx4AaABAg","j5M6RzGN5JE"
"好多佢地都係垃圾Tbb 打手","Pp Ch","https://yt3.ggpht.com/ytc/AMLnZu_isqK0VOvFQNrvGmRBe7BLX50kwwTG4vfqRaaTj5aY5zpMxis6wwjsLG9rszOE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCp7NQfKqBAYKRq3KdNuhetg","UCp7NQfKqBAYKRq3KdNuhetg","0","0","2023-01-03T23:31:26Z","2023-01-03T23:31:26Z","UgzRIIHRVls31PGJhqB4AaABAg.9kRcRqsmGS89kRgK0dvA4E","UgzRIIHRVls31PGJhqB4AaABAg","j5M6RzGN5JE"
"個些Tbb打手DLLM 你返去睇Tbb 啦！","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","0","2023-01-03T23:07:20Z","2023-01-03T23:07:20Z","UgzRIIHRVls31PGJhqB4AaABAg.9kRcRqsmGS89kRdZPd5o5t","UgzRIIHRVls31PGJhqB4AaABAg","j5M6RzGN5JE"
"Exactly. 佢地係TBb 打手","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","1","2023-01-03T23:01:36Z","2023-01-03T23:01:36Z","UgzRIIHRVls31PGJhqB4AaABAg.9kRcRqsmGS89kRcuUeJ8cG","UgzRIIHRVls31PGJhqB4AaABAg","j5M6RzGN5JE"
"@Dreamer Ng 邏輯君已死，即係你覺得上台失聲爆mic都好過有自知之明唔唱?
果然係覺得自己仔仔努力左就100分心態","Ty the corgi","https://yt3.ggpht.com/tRdjbVxDvAhdM-fpHLwZQUK_p-Un9WY7Hw9BUo0LzWOYJhJiHEa2Rh7d4tTQNjQgKQde-4LLsks=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC9tbsbpluvXOR-r8H5Xb5VA","UC9tbsbpluvXOR-r8H5Xb5VA","0","0","2023-01-04T07:35:58Z","2023-01-04T07:35:58Z","UgxkKuSSD_SHc4THtKN4AaABAg.9kRbjN_Ztb39kSYllsr3T2","UgxkKuSSD_SHc4THtKN4AaABAg","j5M6RzGN5JE"
"@Dreamer Ng 首歌有半首都係背景音樂同和唱，算唔算咪嘴呢？","Hippo Lam","https://yt3.ggpht.com/ytc/AMLnZu9tKOrTGMgeYTGqcjBguuQF5Ed405syDL-FXjUtjl6mh4SiXxmlvYOEbJzo9Zc7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCSuVgXJyPXan_I5x-BQjM-Q","UCSuVgXJyPXan_I5x-BQjM-Q","0","2","2023-01-04T01:21:44Z","2023-01-04T01:21:44Z","UgxkKuSSD_SHc4THtKN4AaABAg.9kRbjN_Ztb39kRswoQn3JM","UgxkKuSSD_SHc4THtKN4AaABAg","j5M6RzGN5JE"
"有人咪嘴你唔去問罪？","Dreamer Ng","https://yt3.ggpht.com/ytc/AMLnZu_Ass9oZWUK8LF1iAQuFWJEHXqxECDi4ZgY3Q=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC38GSnpeZHw3_TlsLB4V9NQ","UC38GSnpeZHw3_TlsLB4V9NQ","0","0","2023-01-04T00:36:31Z","2023-01-04T00:36:31Z","UgxkKuSSD_SHc4THtKN4AaABAg.9kRbjN_Ztb39kRnlhHvNza","UgxkKuSSD_SHc4THtKN4AaABAg","j5M6RzGN5JE"
"@Amy CHANAwho are after class? （支持保錡走出黎一個人發展）","Hippo Lam","https://yt3.ggpht.com/ytc/AMLnZu9tKOrTGMgeYTGqcjBguuQF5Ed405syDL-FXjUtjl6mh4SiXxmlvYOEbJzo9Zc7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCSuVgXJyPXan_I5x-BQjM-Q","UCSuVgXJyPXan_I5x-BQjM-Q","0","1","2023-01-03T23:15:11Z","2023-01-03T23:15:11Z","UgxkKuSSD_SHc4THtKN4AaABAg.9kRbjN_Ztb39kReT2iLlmY","UgxkKuSSD_SHc4THtKN4AaABAg","j5M6RzGN5JE"
"你去撐你的未成年after CLS","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","0","2023-01-03T22:59:44Z","2023-01-03T22:59:44Z","UgxkKuSSD_SHc4THtKN4AaABAg.9kRbjN_Ztb39kRcglQJ5Sc","UgxkKuSSD_SHc4THtKN4AaABAg","j5M6RzGN5JE"
"你係唔係五毛？","Pp Ch","https://yt3.ggpht.com/ytc/AMLnZu_isqK0VOvFQNrvGmRBe7BLX50kwwTG4vfqRaaTj5aY5zpMxis6wwjsLG9rszOE=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCp7NQfKqBAYKRq3KdNuhetg","UCp7NQfKqBAYKRq3KdNuhetg","0","0","2023-01-03T23:32:12Z","2023-01-03T23:32:12Z","UgxvXKgqx4cuNp9TE6V4AaABAg.9kRb5q3SI4N9kRgP__I0c2","UgxvXKgqx4cuNp9TE6V4AaABAg","j5M6RzGN5JE"
"你個五死Tbb fans 好like After CLS !!","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","0","2023-01-03T23:00:50Z","2023-01-03T23:00:50Z","UgxvXKgqx4cuNp9TE6V4AaABAg.9kRb5q3SI4N9kRconcf3Ad","UgxvXKgqx4cuNp9TE6V4AaABAg","j5M6RzGN5JE"
"dislike已經說明了一切,證明好多識音樂嘅人都唔BUY佢🤣","用白咭說話🪞🐕","https://yt3.ggpht.com/QOOEaK2KvbqTnoh6UxWBy7DWu7k-ns5meUmYp9KLz2hlp1ojF4BSkLMGWtRbUL08l3lLRfZQlw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmHmhr7SCSffnuqyeeZQGGw","UCmHmhr7SCSffnuqyeeZQGGw","0","3","2023-01-03T22:51:28Z","2023-01-03T22:51:28Z","UgxvXKgqx4cuNp9TE6V4AaABAg.9kRb5q3SI4N9kRbkFdrZUF","UgxvXKgqx4cuNp9TE6V4AaABAg","j5M6RzGN5JE"
"破地獄版你估平時收費平？報復式消費呀","Hippo Lam","https://yt3.ggpht.com/ytc/AMLnZu9tKOrTGMgeYTGqcjBguuQF5Ed405syDL-FXjUtjl6mh4SiXxmlvYOEbJzo9Zc7=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCSuVgXJyPXan_I5x-BQjM-Q","UCSuVgXJyPXan_I5x-BQjM-Q","0","1","2023-01-03T23:16:34Z","2023-01-03T23:16:34Z","UgzllSE8_XlObNthSqV4AaABAg.9kRasw0mZwm9kRecB1NGW6","UgzllSE8_XlObNthSqV4AaABAg","j5M6RzGN5JE"
"@Amy CHANA 低質粉絲","B C","https://yt3.ggpht.com/ytc/AMLnZu_t7w17w3105mkoxkIQwP6nkTFe7khxL-3v6A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCP-tOcStF_c0U5JR_8-Lk8Q","UCP-tOcStF_c0U5JR_8-Lk8Q","0","0","2023-01-04T14:52:29Z","2023-01-04T14:52:29Z","UgwVHRqfrHvbFu0beM54AaABAg.9kRV9VbTYeD9kTKj-Btqd3","UgwVHRqfrHvbFu0beM54AaABAg","j5M6RzGN5JE"
"鏡粉果然都係白咭人士","羅偉聰","https://yt3.ggpht.com/ytc/AMLnZu8_rCJngHQChHqtkDxyi2_5jPqh5RsD0SQiKIlQF-A=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC7OJojtoYyuJu4k_k_pJBNA","UC7OJojtoYyuJu4k_k_pJBNA","0","1","2023-01-04T00:06:15Z","2023-01-04T00:06:15Z","UgwVHRqfrHvbFu0beM54AaABAg.9kRV9VbTYeD9kRkJ-V9Oyk","UgwVHRqfrHvbFu0beM54AaABAg","j5M6RzGN5JE"
"@Amy CHANA 下？😂
使唔使玻璃心到咁 我純粹係覺得佢會唔會太大壓力搞到有情緒病咋喎","lipakj","https://yt3.ggpht.com/NSNfAHCBlJkcCwrIp9gomxqbc0lj3CIxfjHD75S4GeFJQ2prkTAAAhOC6qbtfyHQAgvTuJE1Nw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCz3OJV3WKRC1U_9lBSr7aew","UCz3OJV3WKRC1U_9lBSr7aew","0","2","2023-01-03T23:06:15Z","2023-01-03T23:07:59Z","UgwVHRqfrHvbFu0beM54AaABAg.9kRV9VbTYeD9kRdRXJeHWP","UgwVHRqfrHvbFu0beM54AaABAg","j5M6RzGN5JE"
"@lipakj DLLM 你返去睇Tbb 啦！死五毛","Amy CHANA","https://yt3.ggpht.com/ytc/AMLnZu_oIJvKWYVhWCzp2EzhtQsdXP_IyPnOnCgzzFaJz70095vM_lil9aXxNrstKRix=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCDV5xM45ftJRXKTjXVc6JTQ","UCDV5xM45ftJRXKTjXVc6JTQ","0","1","2023-01-03T23:03:41Z","2023-01-03T23:03:41Z","UgwVHRqfrHvbFu0beM54AaABAg.9kRV9VbTYeD9kRd8kQYLU2","UgwVHRqfrHvbFu0beM54AaABAg","j5M6RzGN5JE"
"真心，我覺得佢心靈需要康復，多過個膝頭
啱啱睇完兩年前叱咤唱蒙著嘴，再睇返條片，我認真覺得佢心理健康可能出咗啲問題

(班糖唔該唔好鬧我係haters，而家講野要好小心)","lipakj","https://yt3.ggpht.com/NSNfAHCBlJkcCwrIp9gomxqbc0lj3CIxfjHD75S4GeFJQ2prkTAAAhOC6qbtfyHQAgvTuJE1Nw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCz3OJV3WKRC1U_9lBSr7aew","UCz3OJV3WKRC1U_9lBSr7aew","0","4","2023-01-03T22:53:23Z","2023-01-03T23:06:29Z","UgwVHRqfrHvbFu0beM54AaABAg.9kRV9VbTYeD9kRbyHPYYKz","UgwVHRqfrHvbFu0beM54AaABAg","j5M6RzGN5JE"
"@Irene LI Bon alors bonne chance à toi","xine","https://yt3.ggpht.com/ytc/AMLnZu-o5fkiWek1YAkmYLnk5ajHITpKKZeMVCvzBliy=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCY7FEIcL80Bs6uxiXDyBrNg","UCY7FEIcL80Bs6uxiXDyBrNg","0","0","2023-01-11T16:28:54Z","2023-01-11T16:28:54Z","UgwxDF-p5YeAdHhJOdF4AaABAg.9kRSF9XK9Db9kkXKGNT1XQ","UgwxDF-p5YeAdHhJOdF4AaABAg","j5M6RzGN5JE"
"@xine mon choix est d'aimer KT","Irene LI","https://yt3.ggpht.com/ytc/AMLnZu8PINth6RytmWtXZyTzef3-70gF6HAaGo5cvqFStTqGVj3y1w10RFJvz48kYFoa=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC6m7ypfS28BICP2TrtPtvcQ","UC6m7ypfS28BICP2TrtPtvcQ","0","0","2023-01-11T04:05:25Z","2023-01-11T04:05:25Z","UgwxDF-p5YeAdHhJOdF4AaABAg.9kRSF9XK9Db9kjCElnLfu1","UgwxDF-p5YeAdHhJOdF4AaABAg","j5M6RzGN5JE"
